,Open,High,Low,Close,Adj Close,Volume
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,255.85336303710938,131796400.0
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,255.9805450439453,108364800.0
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,255.68997192382812,90102500.0
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,250.12362670898438,173174800.0
2018-02-03,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,250.12362670898438,0.0
2018-02-04,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,250.12362670898438,0.0
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,239.6627655029297,294681800.0
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,244.38475036621094,355026800.0
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,243.05894470214844,167376100.0
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,233.94210815429688,246449500.0
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,237.45623779296875,283565300.0
2018-02-10,260.79998779296875,263.6099853515625,252.9199981689453,261.5,237.45623779296875,0.0
2018-02-11,260.79998779296875,263.6099853515625,252.9199981689453,261.5,237.45623779296875,0.0
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,240.94317626953125,143736000.0
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,241.54246520996094,81223600.0
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,244.80239868164062,120735700.0
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,247.9260711669922,111200300.0
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.9987030029297,160420100.0
2018-02-17,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.9987030029297,0.0
2018-02-18,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.9987030029297,0.0
2018-02-19,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.9987030029297,0.0
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,246.44602966308594,86369700.0
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,245.22006225585938,98883700.0
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,245.53793334960938,110511300.0
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,249.45169067382812,92766400.0
2018-02-24,271.7900085449219,274.7099914550781,271.25,274.7099914550781,249.45169067382812,0.0
2018-02-25,271.7900085449219,274.7099914550781,271.25,274.7099914550781,249.45169067382812,0.0
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,252.3483428955078,86491400.0
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,249.19735717773438,99099200.0
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,246.6729278564453,121907800.0
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,243.086181640625,176855100.0
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,244.3393096923828,139083200.0
2018-03-03,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,244.3393096923828,0.0
2018-03-04,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,244.3393096923828,0.0
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,247.16334533691406,97307400.0
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,247.78993225097656,79213200.0
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,247.69908142089844,87063500.0
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,248.8977508544922,66901200.0
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,253.2290496826172,113625300.0
2018-03-10,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,253.2290496826172,0.0
2018-03-11,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,253.2290496826172,0.0
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,252.91127014160156,71924800.0
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,251.27682495117188,91968900.0
2018-03-14,277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,249.9873504638672,105895100.0
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,249.71493530273438,83433000.0
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,249.9857940673828,100343700.0
2018-03-17,274.5,275.3900146484375,274.1400146484375,274.20001220703125,249.9857940673828,0.0
2018-03-18,274.5,275.3900146484375,274.1400146484375,274.20001220703125,249.9857940673828,0.0
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,246.60333251953125,109208400.0
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,247.0228271484375,59757300.0
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,246.54864501953125,78709600.0
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,240.3856658935547,148785900.0
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,235.2618865966797,183534800.0
2018-03-24,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,235.2618865966797,0.0
2018-03-25,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,235.2618865966797,0.0
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,241.69845581054688,141956100.0
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,237.5867156982422,129941400.0
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,236.8847198486328,146452300.0
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91156005859375,111601600.0
2018-03-30,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91156005859375,0.0
2018-03-31,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91156005859375,0.0
2018-04-01,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91156005859375,0.0
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,234.733154296875,186286300.0
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,237.7417449951172,119956900.0
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,240.28538513183594,123715300.0
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,242.18167114257812,82652600.0
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,236.784423828125,179521200.0
2018-04-07,263.4200134277344,265.1099853515625,258.0,259.7200012207031,236.784423828125,0.0
2018-04-08,263.4200134277344,265.1099853515625,258.0,259.7200012207031,236.784423828125,0.0
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,237.95147705078125,105442900.0
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,241.73489379882812,103529000.0
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,240.4676971435547,91140200.0
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,242.44602966308594,68890500.0
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,241.73489379882812,85079200.0
2018-04-14,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,241.73489379882812,0.0
2018-04-15,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,241.73489379882812,0.0
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,243.72238159179688,63405300.0
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,246.3299102783203,64682000.0
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,246.5121612548828,57303900.0
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,245.14463806152344,77655900.0
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.0659637451172,99953100.0
2018-04-21,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.0659637451172,0.0
2018-04-22,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.0659637451172,0.0
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,243.02957153320312,65558000.0
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,239.75657653808594,112885500.0
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,240.34910583496094,103840900.0
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,242.7925262451172,67731900.0
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,243.02041625976562,57053600.0
2018-04-28,267.0,267.3399963378906,265.5,266.55999755859375,243.02041625976562,0.0
2018-04-29,267.0,267.3399963378906,265.5,266.55999755859375,243.02041625976562,0.0
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,241.1514892578125,82182300.0
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,241.57998657226562,74203400.0
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,239.9571533203125,86368900.0
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,239.42832946777344,136311500.0
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,242.5281219482422,91222100.0
2018-05-05,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,242.5281219482422,0.0
2018-05-06,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,242.5281219482422,0.0
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,243.34866333007812,55304900.0
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,243.34866333007812,67499200.0
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,245.70077514648438,59666100.0
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,247.9982452392578,72063900.0
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,248.75491333007812,59871500.0
2018-05-12,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,248.75491333007812,0.0
2018-05-13,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,248.75491333007812,0.0
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,248.8734588623047,54790600.0
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,247.1594696044922,87036100.0
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,248.19883728027344,53942600.0
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,247.98915100097656,56536400.0
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,247.36920166015625,64368000.0
2018-05-19,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,247.36920166015625,0.0
2018-05-20,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,247.36920166015625,0.0
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,249.22898864746094,58025900.0
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,248.5360870361328,52966400.0
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,249.21983337402344,64694200.0
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,248.70933532714844,76043800.0
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.1167755126953,56374800.0
2018-05-26,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.1167755126953,0.0
2018-05-27,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.1167755126953,0.0
2018-05-28,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.1167755126953,0.0
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,245.26315307617188,115908600.0
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,248.5360870361328,69678400.0
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,247.01364135742188,93519900.0
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,249.43881225585938,71258400.0
2018-06-02,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,249.43881225585938,0.0
2018-06-03,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,249.43881225585938,0.0
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,250.62388610839844,45385200.0
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,250.80621337890625,51135000.0
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,252.90318298339844,62732200.0
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,252.875732421875,72969400.0
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,253.6234130859375,72139700.0
2018-06-09,276.8500061035156,278.25,276.6600036621094,278.19000244140625,253.6234130859375,0.0
2018-06-10,276.8500061035156,278.25,276.6600036621094,278.19000244140625,253.6234130859375,0.0
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,253.960693359375,58892500.0
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,254.28895568847656,72329000.0
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,253.4775390625,79070600.0
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,254.11570739746094,77097600.0
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,253.79147338867188,120041600.0
2018-06-16,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,253.79147338867188,0.0
2018-06-17,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,253.79147338867188,0.0
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,253.26950073242188,52917600.0
2018-06-19,274.0,275.75,273.5299987792969,275.5,252.29873657226562,97531500.0
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,252.72918701171875,53785500.0
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,251.1448516845703,71061400.0
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,251.60276794433594,54898500.0
2018-06-23,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,251.60276794433594,0.0
2018-06-24,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,251.60276794433594,0.0
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,248.177734375,137854200.0
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,248.72723388671875,68547400.0
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,246.6667022705078,105110700.0
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,248.07701110839844,76650500.0
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,248.4341583251953,97592500.0
2018-06-30,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,248.4341583251953,0.0
2018-07-01,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,248.4341583251953,0.0
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,248.96531677246094,63554800.0
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,248.08616638183594,42187100.0
2018-07-04,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,248.08616638183594,0.0
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,250.11001586914062,56925900.0
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,252.22552490234375,66493700.0
2018-07-07,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,252.22552490234375,0.0
2018-07-08,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,252.22552490234375,0.0
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,254.49671936035156,50550400.0
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,255.4124298095703,51966800.0
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,253.54425048828125,77054700.0
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,255.84286499023438,60124700.0
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.0443115234375,48216000.0
2018-07-14,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.0443115234375,0.0
2018-07-15,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.0443115234375,0.0
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,255.81546020507812,48201000.0
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,256.8502502441406,52315500.0
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,257.3905944824219,44593500.0
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,256.4197998046875,61412100.0
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,256.126708984375,82337700.0
2018-07-21,279.7699890136719,280.4800109863281,279.5,279.67999267578125,256.126708984375,0.0
2018-07-22,279.7699890136719,280.4800109863281,279.5,279.67999267578125,256.126708984375,0.0
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,256.60296630859375,47047600.0
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,257.8941955566406,68026900.0
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,260.09210205078125,78882900.0
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,259.47857666015625,57919500.0
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,257.72027587890625,76768700.0
2018-07-28,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,257.72027587890625,0.0
2018-07-29,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,257.72027587890625,0.0
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,256.37408447265625,63742500.0
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,257.6378173828125,68570500.0
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,257.2073974609375,53853300.0
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,258.60858154296875,63426400.0
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,259.71661376953125,53935400.0
2018-08-04,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,259.71661376953125,0.0
2018-08-05,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,259.71661376953125,0.0
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,260.6691589355469,39400900.0
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,261.52984619140625,43196600.0
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,261.4200134277344,42114600.0
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,261.06280517578125,35717000.0
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,259.3136901855469,77076000.0
2018-08-11,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,259.3136901855469,0.0
2018-08-12,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,259.3136901855469,0.0
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,258.3429870605469,65732900.0
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,259.99139404296875,43842000.0
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,258.04986572265625,102925400.0
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,260.1378479003906,69967900.0
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.0537414550781,65618500.0
2018-08-18,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.0537414550781,0.0
2018-08-19,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.0537414550781,0.0
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,261.61236572265625,39807500.0
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,262.2259521484375,67272000.0
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,262.0701904296875,44993300.0
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,261.7222595214844,49204900.0
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,263.2973937988281,57487400.0
2018-08-25,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,263.2973937988281,0.0
2018-08-26,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,263.2973937988281,0.0
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,265.3761291503906,57072400.0
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,265.5044860839844,46943500.0
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,266.93310546875,61485500.0
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,265.8524169921875,61229500.0
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.861572265625,66140800.0
2018-09-01,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.861572265625,0.0
2018-09-02,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.861572265625,0.0
2018-09-03,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.861572265625,0.0
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,265.40362548828125,57594400.0
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,264.68939208984375,72452400.0
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,263.8926086425781,65909900.0
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,263.3797607421875,73524800.0
2018-09-08,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,263.3797607421875,0.0
2018-09-09,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,263.3797607421875,0.0
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,263.8376770019531,50210900.0
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,264.7076721191406,50530500.0
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,264.7718505859375,59810800.0
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,266.3377380371094,51034200.0
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,266.3835754394531,55079900.0
2018-09-15,291.05999755859375,291.2699890136719,290.0,290.8800048828125,266.3835754394531,0.0
2018-09-16,291.05999755859375,291.2699890136719,290.0,290.8800048828125,266.3835754394531,0.0
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,264.9732360839844,68244000.0
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,266.41107177734375,61930400.0
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,266.6949157714844,49080600.0
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,268.8562316894531,100360600.0
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,268.6105651855469,105479700.0
2018-09-22,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,268.6105651855469,0.0
2018-09-23,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,268.6105651855469,0.0
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,267.71820068359375,53409600.0
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,267.4698486328125,44370000.0
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,266.66949462890625,79739700.0
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,267.4145812988281,59249500.0
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,267.44219970703125,70091400.0
2018-09-29,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,267.44219970703125,0.0
2018-09-30,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,267.44219970703125,0.0
